feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
180063630000.0,0.0,0.0,0.0,0.0,9926074000000.0,0.0,0.0,506273230000.0,2073315600000.0,0.0,0.0,0.0,2604054300000.0,2791248000000.0,0.0,5524631300000.0,2324727600000.0,1999499300000.0,0.0,4
196470870000.0,0.0,0.0,0.0,0.0,12174573000000.0,0.0,0.0,597799800000.0,2410072800000.0,0.0,0.0,0.0,3196970600000.0,3397814300000.0,0.0,6783954000000.0,2788386000000.0,2433179500000.0,0.0,2
180388530000.0,0.0,0.0,0.0,0.0,11172505000000.0,0.0,0.0,556976600000.0,2238207500000.0,0.0,0.0,0.0,2936608000000.0,3126776800000.0,0.0,6230469000000.0,2572200400000.0,2234102000000.0,0.0,2
182823520000.0,0.0,0.0,0.0,0.0,10469100000000.0,0.0,0.0,520085600000.0,2147361900000.0,0.0,0.0,0.0,2749469000000.0,2931978000000.0,0.0,5823011000000.0,2435290800000.0,2108666800000.0,0.0,4
179632440000.0,0.0,0.0,0.0,0.0,10150044000000.0,0.0,0.0,508769570000.0,2098654600000.0,0.0,0.0,0.0,2665360400000.0,2847094600000.0,0.0,5646375700000.0,2368860000000.0,2045539400000.0,0.0,3
188715000000.0,0.0,0.0,0.0,0.0,10420487000000.0,0.0,0.0,533282060000.0,2156465800000.0,0.0,0.0,0.0,2729909700000.0,2929187000000.0,0.0,5805014000000.0,2427915300000.0,2091523400000.0,0.0,1
234041210000.0,0.0,0.0,0.0,0.0,28195441000000.0,0.0,0.0,1165835600000.0,4834479600000.0,0.0,0.0,0.0,7520754600000.0,7690938500000.0,0.0,15708985000000.0,6158819000000.0,5603235000000.0,0.0,0
190061150000.0,0.0,0.0,0.0,0.0,10614638000000.0,0.0,0.0,536859340000.0,2183867700000.0,0.0,0.0,0.0,2781811600000.0,2978386300000.0,0.0,5909833000000.0,2468257200000.0,2132244600000.0,0.0,3
215158650000.0,0.0,0.0,0.0,0.0,17910722000000.0,0.0,0.0,793411500000.0,3246557800000.0,0.0,0.0,0.0,4740868500000.0,4925678400000.0,0.0,9974511000000.0,3974658500000.0,3562214800000.0,0.0,6
190648520000.0,0.0,0.0,0.0,0.0,11641988000000.0,0.0,0.0,552352900000.0,2300341400000.0,0.0,0.0,0.0,3061152500000.0,3235812500000.0,0.0,6468984000000.0,2667656000000.0,2340494800000.0,0.0,6
187916060000.0,0.0,0.0,0.0,0.0,10612969000000.0,0.0,0.0,531699700000.0,2177680300000.0,0.0,0.0,0.0,2783657900000.0,2974310700000.0,0.0,5905840000000.0,2466871200000.0,2134625400000.0,0.0,2
178780180000.0,0.0,0.0,0.0,0.0,9909718000000.0,0.0,0.0,503563600000.0,2067905500000.0,0.0,0.0,0.0,2600749500000.0,2785462700000.0,0.0,5514686600000.0,2320717300000.0,1997224000000.0,0.0,4
179304820000.0,0.0,0.0,0.0,0.0,13215275000000.0,0.0,0.0,621394300000.0,2519370600000.0,0.0,0.0,0.0,3490343800000.0,3667111000000.0,0.0,7367564000000.0,2989232800000.0,2636255300000.0,0.0,2
236239620000.0,0.0,0.0,0.0,0.0,17853395000000.0,0.0,0.0,796792400000.0,3258290000000.0,0.0,0.0,0.0,4708899500000.0,4910065600000.0,0.0,9933769000000.0,3964996700000.0,3550863400000.0,0.0,1
214858240000.0,0.0,0.0,0.0,0.0,14675264000000.0,0.0,0.0,685988600000.0,2783111500000.0,0.0,0.0,0.0,3861518500000.0,4063408700000.0,0.0,8170446500000.0,3305701600000.0,2924777000000.0,0.0,6
224930660000.0,0.0,0.0,0.0,0.0,14935149000000.0,0.0,0.0,688231900000.0,2820804700000.0,0.0,0.0,0.0,3926001200000.0,4125263400000.0,0.0,8305799000000.0,3357051000000.0,2980845200000.0,0.0,5
233613260000.0,0.0,0.0,0.0,0.0,19652783000000.0,0.0,0.0,855762700000.0,3511005000000.0,0.0,0.0,0.0,5198788000000.0,5389144000000.0,0.0,10939072000000.0,4336362000000.0,3906042900000.0,0.0,4
207873870000.0,0.0,0.0,0.0,0.0,12601421000000.0,0.0,0.0,606398300000.0,2477616800000.0,0.0,0.0,0.0,3306306100000.0,3505381000000.0,0.0,7011706000000.0,2877107500000.0,2522969000000.0,0.0,3
188905260000.0,0.0,0.0,0.0,0.0,10945042000000.0,0.0,0.0,538751140000.0,2220672700000.0,0.0,0.0,0.0,2873557300000.0,3059401400000.0,0.0,6087490000000.0,2533590300000.0,2201656000000.0,0.0,3
184193420000.0,0.0,0.0,0.0,0.0,10449400000000.0,0.0,0.0,521577070000.0,2145226600000.0,0.0,0.0,0.0,2742416600000.0,2927801000000.0,0.0,5813174000000.0,2430415000000.0,2103370800000.0,0.0,1
186430490000.0,0.0,0.0,0.0,0.0,11007704000000.0,0.0,0.0,535085420000.0,2221424000000.0,0.0,0.0,0.0,2893170300000.0,3072199800000.0,0.0,6119533600000.0,2544241700000.0,2216045300000.0,0.0,5
199756900000.0,0.0,0.0,0.0,0.0,11714280000000.0,0.0,0.0,575036260000.0,2346965500000.0,0.0,0.0,0.0,3072160200000.0,3269848500000.0,0.0,6519327300000.0,2695135000000.0,2349075000000.0,0.0,2
177286840000.0,0.0,0.0,0.0,0.0,10975455000000.0,0.0,0.0,519612370000.0,2193774100000.0,0.0,0.0,0.0,2892381000000.0,3054257800000.0,0.0,6096289300000.0,2531439100000.0,2213654800000.0,0.0,0
194646540000.0,0.0,0.0,0.0,0.0,11305254000000.0,0.0,0.0,556313700000.0,2280534000000.0,0.0,0.0,0.0,2965993400000.0,3158052700000.0,0.0,6289699600000.0,2609232000000.0,2270651000000.0,0.0,1
236119100000.0,0.0,0.0,0.0,0.0,19955840000000.0,0.0,0.0,866607300000.0,3557090400000.0,0.0,0.0,0.0,5279051000000.0,5469985000000.0,0.0,11107163000000.0,4399600500000.0,3965974200000.0,0.0,4
186323830000.0,0.0,0.0,0.0,0.0,10177326000000.0,0.0,0.0,522166040000.0,2116268900000.0,0.0,0.0,0.0,2666110000000.0,2862487700000.0,0.0,5668252700000.0,2376067700000.0,2044551900000.0,0.0,1
190210470000.0,0.0,0.0,0.0,0.0,10949152000000.0,0.0,0.0,540167000000.0,2220550000000.0,0.0,0.0,0.0,2873142300000.0,3060880400000.0,0.0,6090562500000.0,2533038200000.0,2201230500000.0,0.0,3
177123160000.0,0.0,0.0,0.0,0.0,9516590000000.0,0.0,0.0,494142230000.0,2015241000000.0,0.0,0.0,0.0,2495720200000.0,2684231600000.0,0.0,5298937000000.0,2240770700000.0,1917647700000.0,0.0,3
191167370000.0,0.0,0.0,0.0,0.0,12157345000000.0,0.0,0.0,563279230000.0,2367962500000.0,0.0,0.0,0.0,3201607000000.0,3367971800000.0,0.0,6751021000000.0,2771829400000.0,2444632500000.0,0.0,1
195585470000.0,0.0,0.0,0.0,0.0,11407387000000.0,0.0,0.0,559172600000.0,2294347000000.0,0.0,0.0,0.0,2993048500000.0,3184593500000.0,0.0,6345927000000.0,2629611000000.0,2290854400000.0,0.0,1
219035370000.0,0.0,0.0,0.0,0.0,14961641000000.0,0.0,0.0,693264300000.0,2819839200000.0,0.0,0.0,0.0,3935902400000.0,4136621800000.0,0.0,8326616000000.0,3361142700000.0,2981295000000.0,0.0,2
185043810000.0,0.0,0.0,0.0,0.0,10996663000000.0,0.0,0.0,531784240000.0,2212565600000.0,0.0,0.0,0.0,2891079500000.0,3066889200000.0,0.0,6112307000000.0,2538945000000.0,2214048000000.0,0.0,5
227970680000.0,0.0,0.0,0.0,0.0,15557891000000.0,0.0,0.0,696531100000.0,2884091000000.0,0.0,0.0,0.0,4092619700000.0,4278987300000.0,0.0,8644785600000.0,3472080200000.0,3105102200000.0,0.0,5
187366210000.0,0.0,0.0,0.0,0.0,10923383000000.0,0.0,0.0,535276320000.0,2212915600000.0,0.0,0.0,0.0,2869124000000.0,3051810700000.0,0.0,6074258000000.0,2527704600000.0,2198165000000.0,0.0,5
218527000000.0,0.0,0.0,0.0,0.0,14472326000000.0,0.0,0.0,677670350000.0,2754055000000.0,0.0,0.0,0.0,3804041000000.0,4007376700000.0,0.0,8054544300000.0,3262488800000.0,2885924400000.0,0.0,4
212454700000.0,0.0,0.0,0.0,0.0,13307866000000.0,0.0,0.0,623899000000.0,2570128700000.0,0.0,0.0,0.0,3495062400000.0,3686826500000.0,0.0,7398605000000.0,3017574400000.0,2664130200000.0,0.0,4
203559370000.0,0.0,0.0,0.0,0.0,12053582000000.0,0.0,0.0,586332050000.0,2393064900000.0,0.0,0.0,0.0,3160985600000.0,3358968000000.0,0.0,6707464400000.0,2762191100000.0,2414853500000.0,0.0,1
208392390000.0,0.0,0.0,0.0,0.0,12725107000000.0,0.0,0.0,608352800000.0,2493836000000.0,0.0,0.0,0.0,3339907800000.0,3536338000000.0,0.0,7078432700000.0,2902185200000.0,2548745600000.0,0.0,4
196465100000.0,0.0,0.0,0.0,0.0,12708822000000.0,0.0,0.0,581806650000.0,2446733600000.0,0.0,0.0,0.0,3347043300000.0,3513266000000.0,0.0,7056016300000.0,2883397600000.0,2552822000000.0,0.0,5
178226170000.0,0.0,0.0,0.0,0.0,11404768000000.0,0.0,0.0,529568600000.0,2247725400000.0,0.0,0.0,0.0,3008304000000.0,3164249300000.0,0.0,6331919500000.0,2616339200000.0,2299196600000.0,0.0,5
183287020000.0,0.0,0.0,0.0,0.0,10279883000000.0,0.0,0.0,517941460000.0,2124799300000.0,0.0,0.0,0.0,2697168000000.0,2884527700000.0,0.0,5720241000000.0,2397381900000.0,2069555400000.0,0.0,1
179817710000.0,0.0,0.0,0.0,0.0,9951026000000.0,0.0,0.0,506245380000.0,2075800600000.0,0.0,0.0,0.0,2611029000000.0,2797254700000.0,0.0,5538066700000.0,2329640700000.0,2004835000000.0,0.0,1
192084930000.0,0.0,0.0,0.0,0.0,10880903000000.0,0.0,0.0,544750800000.0,2221167600000.0,0.0,0.0,0.0,2852325200000.0,3047825000000.0,0.0,6056679000000.0,2522488000000.0,2185388900000.0,0.0,1
186646300000.0,0.0,0.0,0.0,0.0,10384978000000.0,0.0,0.0,523907170000.0,2138392900000.0,0.0,0.0,0.0,2721942900000.0,2913140500000.0,0.0,5780314000000.0,2416030800000.0,2087818200000.0,0.0,2
209596940000.0,0.0,0.0,0.0,0.0,15411098000000.0,0.0,0.0,710332200000.0,2887111400000.0,0.0,0.0,0.0,4065788000000.0,4260816200000.0,0.0,8583923000000.0,3459146800000.0,3069620000000.0,0.0,0
195399680000.0,0.0,0.0,0.0,0.0,11128483000000.0,0.0,0.0,557897400000.0,2263617600000.0,0.0,0.0,0.0,2916305600000.0,3117053600000.0,0.0,6196968000000.0,2575167700000.0,2231881700000.0,0.0,3
183256090000.0,0.0,0.0,0.0,0.0,10170125000000.0,0.0,0.0,516156000000.0,2111785800000.0,0.0,0.0,0.0,2667401700000.0,2856844000000.0,0.0,5660394000000.0,2375640200000.0,2047172100000.0,0.0,3
187396850000.0,0.0,0.0,0.0,0.0,10544275000000.0,0.0,0.0,529461800000.0,2167795100000.0,0.0,0.0,0.0,2765473000000.0,2956207800000.0,0.0,5867857500000.0,2452782800000.0,2121006600000.0,0.0,5
183696920000.0,0.0,0.0,0.0,0.0,10901111000000.0,0.0,0.0,527805550000.0,2196186900000.0,0.0,0.0,0.0,2866011200000.0,3040943300000.0,0.0,6059239400000.0,2518333000000.0,2195117400000.0,0.0,5
192019140000.0,0.0,0.0,0.0,0.0,11129982000000.0,0.0,0.0,547393180000.0,2250814800000.0,0.0,0.0,0.0,2920984300000.0,3109748200000.0,0.0,6191026500000.0,2572068300000.0,2237170700000.0,0.0,4
215237230000.0,0.0,0.0,0.0,0.0,13786384000000.0,0.0,0.0,639862900000.0,2641760400000.0,0.0,0.0,0.0,3622956200000.0,3813439000000.0,0.0,7663262400000.0,3117315800000.0,2759179000000.0,0.0,5
177539020000.0,0.0,0.0,0.0,0.0,9993084000000.0,0.0,0.0,502177370000.0,2073041600000.0,0.0,0.0,0.0,2624517800000.0,2804673000000.0,0.0,5559144000000.0,2335684000000.0,2014813400000.0,0.0,2
211201060000.0,0.0,0.0,0.0,0.0,16170334000000.0,0.0,0.0,734431500000.0,2992261300000.0,0.0,0.0,0.0,4270680200000.0,4461659400000.0,0.0,9006017000000.0,3613609700000.0,3218764200000.0,0.0,6
202791680000.0,0.0,0.0,0.0,0.0,12236177000000.0,0.0,0.0,587346900000.0,2415802200000.0,0.0,0.0,0.0,3212186000000.0,3403793300000.0,0.0,6804926000000.0,2799728000000.0,2454161000000.0,0.0,5
178347410000.0,0.0,0.0,0.0,0.0,9651588000000.0,0.0,0.0,498641240000.0,2034953600000.0,0.0,0.0,0.0,2531199500000.0,2719823000000.0,0.0,5373556700000.0,2268503500000.0,1944401100000.0,0.0,4
210341560000.0,0.0,0.0,0.0,0.0,12921164000000.0,0.0,0.0,616137160000.0,2523523400000.0,0.0,0.0,0.0,3391416700000.0,3589015000000.0,0.0,7187839600000.0,2942548800000.0,2586639600000.0,0.0,5
188241900000.0,0.0,0.0,0.0,0.0,10723940000000.0,0.0,0.0,534171030000.0,2192167400000.0,0.0,0.0,0.0,2813631100000.0,3002797700000.0,0.0,5966569000000.0,2489226600000.0,2157005400000.0,0.0,4
207586230000.0,0.0,0.0,0.0,0.0,15860475000000.0,0.0,0.0,723960200000.0,2948250200000.0,0.0,0.0,0.0,4189602400000.0,4380035600000.0,0.0,8835077000000.0,3551219700000.0,3158286800000.0,0.0,3
180687400000.0,0.0,0.0,0.0,0.0,9847662000000.0,0.0,0.0,505381450000.0,2061977900000.0,0.0,0.0,0.0,2581927000000.0,2771363300000.0,0.0,5482228000000.0,2307530200000.0,1982498500000.0,0.0,1
181233650000.0,0.0,0.0,0.0,0.0,10260640000000.0,0.0,0.0,513309050000.0,2114522400000.0,0.0,0.0,0.0,2693678500000.0,2876601800000.0,0.0,5707926000000.0,2390894800000.0,2066673200000.0,0.0,1
206644150000.0,0.0,0.0,0.0,0.0,13607303000000.0,0.0,0.0,649436200000.0,2626903900000.0,0.0,0.0,0.0,3577873200000.0,3779969200000.0,0.0,7578748000000.0,3086522000000.0,2715179300000.0,0.0,3
179743690000.0,0.0,0.0,0.0,0.0,9825103000000.0,0.0,0.0,503558860000.0,2058314700000.0,0.0,0.0,0.0,2576840400000.0,2764870000000.0,0.0,5469136000000.0,2303329800000.0,1978857200000.0,0.0,1
199260730000.0,0.0,0.0,0.0,0.0,12030666000000.0,0.0,0.0,575381100000.0,2378681500000.0,0.0,0.0,0.0,3160046600000.0,3346103000000.0,0.0,6688328400000.0,2755372000000.0,2415520400000.0,0.0,2
179036850000.0,0.0,0.0,0.0,0.0,11011048000000.0,0.0,0.0,522877570000.0,2201427400000.0,0.0,0.0,0.0,2900436700000.0,3064833800000.0,0.0,6116730000000.0,2539127600000.0,2219949200000.0,0.0,0
202534520000.0,0.0,0.0,0.0,0.0,14856515000000.0,0.0,0.0,687845200000.0,2793323400000.0,0.0,0.0,0.0,3919850800000.0,4110628000000.0,0.0,8276381000000.0,3339710400000.0,2959867000000.0,0.0,3
248447200000.0,0.0,0.0,0.0,0.0,36523900000000.0,0.0,0.0,1483714200000.0,6174705000000.0,0.0,0.0,0.0,9772453000000.0,9948503000000.0,0.0,20349228000000.0,7957262000000.0,7253142300000.0,0.0,0
183909450000.0,0.0,0.0,0.0,0.0,10185757000000.0,0.0,0.0,516532440000.0,2111470400000.0,0.0,0.0,0.0,2670765300000.0,2860507200000.0,0.0,5669227000000.0,2377075000000.0,2049609400000.0,0.0,1
184312100000.0,0.0,0.0,0.0,0.0,11486282000000.0,0.0,0.0,539740400000.0,2270305000000.0,0.0,0.0,0.0,3025069000000.0,3190498000000.0,0.0,6379680600000.0,2635390300000.0,2313014500000.0,0.0,0
175262170000.0,0.0,0.0,0.0,0.0,9154941000000.0,0.0,0.0,485441570000.0,1962060300000.0,0.0,0.0,0.0,2398747400000.0,2590659600000.0,0.0,5101601000000.0,2164751500000.0,1843220000000.0,0.0,3
196562680000.0,0.0,0.0,0.0,0.0,11487161000000.0,0.0,0.0,563093440000.0,2307889000000.0,0.0,0.0,0.0,3013744000000.0,3206538600000.0,0.0,6390776000000.0,2646682000000.0,2306219000000.0,0.0,3
195967290000.0,0.0,0.0,0.0,0.0,11416866000000.0,0.0,0.0,560792140000.0,2297765800000.0,0.0,0.0,0.0,2995145400000.0,3188019200000.0,0.0,6351896000000.0,2632331000000.0,2292356200000.0,0.0,1
213131100000.0,0.0,0.0,0.0,0.0,16932764000000.0,0.0,0.0,759978400000.0,3102852500000.0,0.0,0.0,0.0,4476482600000.0,4664645400000.0,0.0,9430163000000.0,3771291000000.0,3369113700000.0,0.0,6
205216970000.0,0.0,0.0,0.0,0.0,16331412000000.0,0.0,0.0,738269100000.0,3011301600000.0,0.0,0.0,0.0,4319360600000.0,4504851300000.0,0.0,9098174000000.0,3647194300000.0,3251163600000.0,0.0,2
180183920000.0,0.0,0.0,0.0,0.0,9581623000000.0,0.0,0.0,501433730000.0,2026223800000.0,0.0,0.0,0.0,2509821000000.0,2704356100000.0,0.0,5338430000000.0,2252514300000.0,1926572300000.0,0.0,0
214116560000.0,0.0,0.0,0.0,0.0,14800879000000.0,0.0,0.0,689503000000.0,2797924000000.0,0.0,0.0,0.0,3895789000000.0,4096166200000.0,0.0,8240436000000.0,3330319800000.0,2949129700000.0,0.0,2
180368540000.0,0.0,0.0,0.0,0.0,11114113000000.0,0.0,0.0,526662860000.0,2217400600000.0,0.0,0.0,0.0,2927479200000.0,3092318500000.0,0.0,6173775400000.0,2560515000000.0,2240287600000.0,0.0,5
216053740000.0,0.0,0.0,0.0,0.0,13739013000000.0,0.0,0.0,643277260000.0,2641663400000.0,0.0,0.0,0.0,3608753700000.0,3804715800000.0,0.0,7640375600000.0,3109894000000.0,2747798000000.0,0.0,5
195694990000.0,0.0,0.0,0.0,0.0,11263793000000.0,0.0,0.0,556481450000.0,2273351600000.0,0.0,0.0,0.0,2953319800000.0,3147780000000.0,0.0,6268116000000.0,2598907400000.0,2260680800000.0,0.0,5
217048380000.0,0.0,0.0,0.0,0.0,21006247000000.0,0.0,0.0,898567770000.0,3700744500000.0,0.0,0.0,0.0,5579512000000.0,5751778600000.0,0.0,11699000000000.0,4620964000000.0,4175882000000.0,0.0,0
190169450000.0,0.0,0.0,0.0,0.0,10921621000000.0,0.0,0.0,540693040000.0,2220947000000.0,0.0,0.0,0.0,2865844500000.0,3054934200000.0,0.0,6075860000000.0,2529629000000.0,2196031000000.0,0.0,5
236120930000.0,0.0,0.0,0.0,0.0,19149670000000.0,0.0,0.0,840679600000.0,3445283000000.0,0.0,0.0,0.0,5060774000000.0,5256203700000.0,0.0,10657884000000.0,4234356500000.0,3806827600000.0,0.0,1
215035700000.0,0.0,0.0,0.0,0.0,13683074000000.0,0.0,0.0,637081200000.0,2618890000000.0,0.0,0.0,0.0,3593620200000.0,3785589000000.0,0.0,7607770000000.0,3090856000000.0,2735832000000.0,0.0,5
226575220000.0,0.0,0.0,0.0,0.0,16527785000000.0,0.0,0.0,751599160000.0,3062651000000.0,0.0,0.0,0.0,4356132000000.0,4558079000000.0,0.0,9199069000000.0,3691556400000.0,3289592600000.0,0.0,4
189784360000.0,0.0,0.0,0.0,0.0,11109479000000.0,0.0,0.0,541117940000.0,2232229800000.0,0.0,0.0,0.0,2916604000000.0,3099473200000.0,0.0,6177584000000.0,2560791000000.0,2232940200000.0,0.0,2
218614960000.0,0.0,0.0,0.0,0.0,15372783000000.0,0.0,0.0,712366700000.0,2893780400000.0,0.0,0.0,0.0,4048502400000.0,4251470800000.0,0.0,8558836000000.0,3454176600000.0,3062538000000.0,0.0,1
194673670000.0,0.0,0.0,0.0,0.0,13208250000000.0,0.0,0.0,631001300000.0,2548688500000.0,0.0,0.0,0.0,3477537600000.0,3670996400000.0,0.0,7360257000000.0,2997425800000.0,2635307700000.0,0.0,2
216376050000.0,0.0,0.0,0.0,0.0,13890738000000.0,0.0,0.0,656485700000.0,2672636500000.0,0.0,0.0,0.0,3648532300000.0,3851691800000.0,0.0,7729805500000.0,3144693600000.0,2773730200000.0,0.0,4
182029120000.0,0.0,0.0,0.0,0.0,9966570000000.0,0.0,0.0,510629020000.0,2083278800000.0,0.0,0.0,0.0,2613264500000.0,2803932600000.0,0.0,5548456000000.0,2333866000000.0,2006156200000.0,0.0,1
216685310000.0,0.0,0.0,0.0,0.0,17032904000000.0,0.0,0.0,764411840000.0,3120527000000.0,0.0,0.0,0.0,4500925400000.0,4691435000000.0,0.0,9484670000000.0,3792302800000.0,3388645300000.0,0.0,6
188043850000.0,0.0,0.0,0.0,0.0,10411981000000.0,0.0,0.0,529070360000.0,2151727400000.0,0.0,0.0,0.0,2728474000000.0,2923959700000.0,0.0,5797143600000.0,2425467000000.0,2092271700000.0,0.0,4
180983820000.0,0.0,0.0,0.0,0.0,9834624000000.0,0.0,0.0,506075150000.0,2060535000000.0,0.0,0.0,0.0,2577887100000.0,2768546000000.0,0.0,5475696400000.0,2304617000000.0,1979147100000.0,0.0,4
218067600000.0,0.0,0.0,0.0,0.0,14422348000000.0,0.0,0.0,673984100000.0,2740725200000.0,0.0,0.0,0.0,3790418000000.0,3992052000000.0,0.0,8025789000000.0,3249175500000.0,2875926500000.0,0.0,2
212620120000.0,0.0,0.0,0.0,0.0,13228810000000.0,0.0,0.0,630697800000.0,2572072800000.0,0.0,0.0,0.0,3472203000000.0,3673690000000.0,0.0,7361071000000.0,3006706700000.0,2644681000000.0,0.0,1
218751400000.0,0.0,0.0,0.0,0.0,20781591000000.0,0.0,0.0,894120030000.0,3679544000000.0,0.0,0.0,0.0,5518647600000.0,5694977000000.0,0.0,11574733000000.0,4579248300000.0,4131920300000.0,0.0,0
187140830000.0,0.0,0.0,0.0,0.0,12140025000000.0,0.0,0.0,556737200000.0,2356521000000.0,0.0,0.0,0.0,3200653200000.0,3359441000000.0,0.0,6739224000000.0,2766029000000.0,2442907600000.0,0.0,5
228251040000.0,0.0,0.0,0.0,0.0,17795796000000.0,0.0,0.0,794362700000.0,3245906900000.0,0.0,0.0,0.0,4699814000000.0,4896369000000.0,0.0,9906128000000.0,3953993400000.0,3539228700000.0,0.0,5
176875440000.0,0.0,0.0,0.0,0.0,10492936000000.0,0.0,0.0,509776900000.0,2131195300000.0,0.0,0.0,0.0,2761066000000.0,2930599800000.0,0.0,5831946400000.0,2434019600000.0,2116069100000.0,0.0,1
189355160000.0,0.0,0.0,0.0,0.0,10746018000000.0,0.0,0.0,536471200000.0,2196924500000.0,0.0,0.0,0.0,2818501500000.0,3009564000000.0,0.0,5979675600000.0,2493842000000.0,2160585200000.0,0.0,1
184122900000.0,0.0,0.0,0.0,0.0,10713059000000.0,0.0,0.0,525201340000.0,2173962700000.0,0.0,0.0,0.0,2814231400000.0,2993668800000.0,0.0,5956857500000.0,2481021800000.0,2156630400000.0,0.0,2
179340640000.0,0.0,0.0,0.0,0.0,10041667000000.0,0.0,0.0,506165850000.0,2082057500000.0,0.0,0.0,0.0,2635696400000.0,2818735900000.0,0.0,5586983300000.0,2345547000000.0,2023181400000.0,0.0,1
192942210000.0,0.0,0.0,0.0,0.0,12269459000000.0,0.0,0.0,599105500000.0,2413798400000.0,0.0,0.0,0.0,3224533500000.0,3421259200000.0,0.0,6837705400000.0,2803961400000.0,2450875500000.0,0.0,0
211783480000.0,0.0,0.0,0.0,0.0,16984180000000.0,0.0,0.0,761271100000.0,3108670000000.0,0.0,0.0,0.0,4491474000000.0,4678282600000.0,0.0,9459332000000.0,3781621400000.0,3379287800000.0,0.0,3
187080870000.0,0.0,0.0,0.0,0.0,10273113000000.0,0.0,0.0,526047800000.0,2133034400000.0,0.0,0.0,0.0,2691613900000.0,2888526000000.0,0.0,5721436500000.0,2397292500000.0,2063792000000.0,0.0,3
192554500000.0,0.0,0.0,0.0,0.0,11066281000000.0,0.0,0.0,557939360000.0,2251978000000.0,0.0,0.0,0.0,2901091800000.0,3102435400000.0,0.0,6166159600000.0,2561204600000.0,2216996000000.0,0.0,0
181787430000.0,0.0,0.0,0.0,0.0,10072632000000.0,0.0,0.0,510899500000.0,2091684300000.0,0.0,0.0,0.0,2641798400000.0,2829292400000.0,0.0,5605738700000.0,2352922200000.0,2027782800000.0,0.0,1
194221020000.0,0.0,0.0,0.0,0.0,11016182000000.0,0.0,0.0,552550660000.0,2244860700000.0,0.0,0.0,0.0,2886871300000.0,3086080000000.0,0.0,6133710300000.0,2551232900000.0,2210365400000.0,0.0,4
183387100000.0,0.0,0.0,0.0,0.0,10366713000000.0,0.0,0.0,519471730000.0,2135674600000.0,0.0,0.0,0.0,2720799700000.0,2906624400000.0,0.0,5767650300000.0,2414822300000.0,2087247700000.0,0.0,0
219429960000.0,0.0,0.0,0.0,0.0,17797107000000.0,0.0,0.0,792262150000.0,3239870700000.0,0.0,0.0,0.0,4707277300000.0,4897190000000.0,0.0,9910605000000.0,3954500700000.0,3540078800000.0,0.0,0
184528010000.0,0.0,0.0,0.0,0.0,10260897000000.0,0.0,0.0,519667480000.0,2125128300000.0,0.0,0.0,0.0,2690829500000.0,2881035400000.0,0.0,5710955000000.0,2393996800000.0,2064802000000.0,0.0,3
213899900000.0,0.0,0.0,0.0,0.0,13437399000000.0,0.0,0.0,632823940000.0,2597769000000.0,0.0,0.0,0.0,3528732400000.0,3724821000000.0,0.0,7473124600000.0,3048126500000.0,2688664000000.0,0.0,5
203082530000.0,0.0,0.0,0.0,0.0,13677969000000.0,0.0,0.0,651599900000.0,2634201200000.0,0.0,0.0,0.0,3599574500000.0,3799257700000.0,0.0,7620111000000.0,3100930700000.0,2728765200000.0,0.0,3
183156050000.0,0.0,0.0,0.0,0.0,10112566000000.0,0.0,0.0,515299570000.0,2104929000000.0,0.0,0.0,0.0,2651876200000.0,2842394400000.0,0.0,5629060000000.0,2364224600000.0,2035339600000.0,0.0,1
189221600000.0,0.0,0.0,0.0,0.0,10484322000000.0,0.0,0.0,534413300000.0,2165877000000.0,0.0,0.0,0.0,2746982900000.0,2945378700000.0,0.0,5839288000000.0,2441393000000.0,2105032000000.0,0.0,3
194306930000.0,0.0,0.0,0.0,0.0,11236579000000.0,0.0,0.0,554532140000.0,2271139000000.0,0.0,0.0,0.0,2947568000000.0,3140260500000.0,0.0,6252002000000.0,2595275700000.0,2256875600000.0,0.0,4
217834880000.0,0.0,0.0,0.0,0.0,16930983000000.0,0.0,0.0,763300740000.0,3114440000000.0,0.0,0.0,0.0,4472913300000.0,4666421000000.0,0.0,9428377000000.0,3775281500000.0,3369231200000.0,0.0,3
231901330000.0,0.0,0.0,0.0,0.0,24189105000000.0,0.0,0.0,1011157100000.0,4179609300000.0,0.0,0.0,0.0,6430834000000.0,6602000700000.0,0.0,13469201000000.0,5287048000000.0,4805829000000.0,0.0,0
187575470000.0,0.0,0.0,0.0,0.0,10386171000000.0,0.0,0.0,528612620000.0,2150186500000.0,0.0,0.0,0.0,2722081000000.0,2917649400000.0,0.0,5782852600000.0,2421512200000.0,2087526500000.0,0.0,3
179643320000.0,0.0,0.0,0.0,0.0,9751493000000.0,0.0,0.0,501949370000.0,2047330200000.0,0.0,0.0,0.0,2556746800000.0,2745800600000.0,0.0,5428947000000.0,2287533300000.0,1963505100000.0,0.0,6
212330380000.0,0.0,0.0,0.0,0.0,16462577000000.0,0.0,0.0,745469700000.0,3039565400000.0,0.0,0.0,0.0,4349757200000.0,4540830000000.0,0.0,9169145000000.0,3676462600000.0,3276849500000.0,0.0,2
